trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
19,Yes,3,Rural,1.31,13.05
9,No,,Business,1.32,24.56
12,No,2,Business,1.21,9.74
18,Yes,7,Residential,1.24,14.42
15,No,6,Business,0.96,11.46
7,Yes,9,,1.10,14.33
11,No,4,Business,1.10,11.22
26,Yes,10,Business,1.11,18.60
15,Yes,2,Business,1.31,11.39
26,No,2,Residential,1.14,10.76
12,No,3,Residential,1.33,9.56
15,No,5,Residential,,11.77
8,Yes,24,Residential,1.09,27.53
,No,3,Business,1.01,9.53
24,Yes,3,Residential,1.36,13.10
25,Yes,5,Airport,1.29,15.54
10,No,3,Airport,1.00,10.61
15,No,5,Business,1.02,12.11
14,No,1,Business,1.31,9.74
10,No,1,Rural,1.23,9.44
3,Yes,5,Rural,1.29,12.20
,No,6,Rural,1.46,13.62
18,Yes,3,Business,1.15,11.63
14,No,4,Business,1.26,10.84
20,No,2,Residential,1.51,10.95
5,Yes,7,Rural,1.33,13.72
8,No,3,Residential,1.14,8.74
27,No,5,Rural,1.13,14.55
10,No,1,Airport,1.10,9.39
13,No,3,Business,0.85,9.67
13,No,5,Business,1.28,11.84
19,,4,Business,1.08,12.71
10,No,8,Business,1.28,13.48
12,Yes,4,Business,1.22,12.58
11,Yes,4,Business,1.04,11.39
22,Yes,8,Business,1.40,16.03
14,Yes,3,Rural,1.54,12.06
9,No,,Business,1.01,10.76
13,No,6,Business,1.07,12.01
20,No,9,Rural,1.32,16.54
6,No,8,Rural,1.15,13.44
17,Yes,4,Rural,1.19,13.06
25,Yes,11,Residential,1.25,18.91
12,Yes,5,Airport,1.23,13.81
18,Yes,7,Rural,1.30,15.83
19,No,3,Rural,1.46,11.63
13,No,1,Business,1.33,8.52
,No,5,Airport,1.15,11.23
14,Yes,4,Business,1.33,11.51
14,Yes,4,Business,1.56,12.22
22,No,1,Business,1.05,9.47
18,No,3,Airport,1.20,12.79
13,Yes,3,Airport,1.52,12.28
20,No,7,Business,1.50,14.19
19,No,3,Airport,1.04,12.48
20,Yes,3,Residential,0.80,11.66
17,Yes,7,Rural,1.31,16.03
16,No,5,Residential,1.33,12.20
11,No,3,Residential,1.13,10.15
14,Yes,5,Rural,1.13,12.75
19,Yes,2,Business,,11.46
15,No,3,Business,1.06,10.78
15,Yes,10,Residential,1.45,16.35
13,No,9,Business,1.01,13.96
11,Yes,,,1.05,13.69
9,,5,,1.15,11.98
26,No,5,Rural,1.36,14.48
16,No,12,Business,1.21,16.95
12,No,4,Residential,1.31,10.34
17,Yes,1,,1.37,10.33
21,No,9,Business,,16.10
29,No,2,Business,1.07,12.24
8,Yes,4,Airport,1.27,12.53
17,No,5,Airport,1.15,13.04
27,No,2,Business,1.03,11.95
19,No,13,Business,0.81,17.52
8,No,5,Airport,1.41,12.51
,No,11,Residential,0.88,16.06
18,No,10,Residential,1.39,16.16
5,No,6,Residential,1.29,10.73
17,Yes,6,Business,0.98,14.02
11,Yes,8,Rural,1.34,15.39
6,No,7,Business,0.85,11.73
12,,5,Residential,1.09,11.80
18,Yes,1,Residential,0.85,9.09
11,No,2,Residential,0.80,8.48
4,No,4,Business,1.18,9.94
8,No,5,Rural,1.38,12.48
,No,,Airport,1.48,13.70
21,No,7,Residential,1.12,13.68
18,,8,Residential,1.04,14.57
8,No,4,Airport,,11.63
12,No,1,Business,1.17,8.93
5,No,2,Rural,1.48,9.46
12,No,7,Residential,1.26,12.83
15,No,4,Rural,0.83,12.17
13,Yes,5,Business,1.27,12.85
,No,5,Residential,1.68,11.75
18,,6,Business,1.43,14.30
15,No,2,Residential,1.07,9.35
5,No,3,,1.49,10.06
21,Yes,7,Business,1.10,14.46
14,No,7,Business,1.12,13.08
15,No,4,,1.16,12.12
,No,5,Business,1.47,13.88
18,Yes,4,Business,1.55,13.47
17,No,2,Business,1.37,10.34
23,No,5,Business,1.02,13.08
26,Yes,6,Business,0.89,15.03
17,No,7,Airport,,15.34
5,No,5,Residential,1.40,11.23
24,Yes,4,Residential,1.22,13.03
16,Yes,4,Business,1.36,13.05
21,Yes,4,Business,1.09,13.25
26,,5,Business,1.23,14.11
6,No,5,Airport,1.10,12.07
11,Yes,,Residential,1.10,10.14
9,No,,Residential,1.35,12.95
4,Yes,3,Rural,1.03,10.54
3,No,2,Residential,1.18,7.28
9,No,2,Residential,1.09,8.45
20,No,1,Business,1.32,10.37
15,Yes,3,Residential,1.12,11.36
10,Yes,4,Business,1.12,11.35
11,No,5,Residential,1.24,11.59
11,No,4,Residential,0.80,10.70
5,Yes,8,Rural,1.50,14.11
10,Yes,1,Residential,1.45,10.33
13,No,5,Business,0.97,10.38
12,No,5,Rural,1.39,12.14
19,Yes,1,Business,1.47,11.46
17,No,4,Airport,1.28,13.50
15,No,1,Airport,1.43,9.90
12,Yes,5,Rural,1.81,13.34
23,Yes,1,Residential,1.29,11.14
19,No,6,Airport,1.36,14.76
14,Yes,,Business,1.22,11.36
15,Yes,6,Rural,0.91,14.26
12,No,2,Residential,1.04,8.35
20,No,6,Business,1.08,13.11
19,No,4,Residential,1.08,10.68
5,No,6,Business,1.25,11.80
,Yes,3,Airport,1.33,14.40
23,Yes,6,Residential,1.37,15.50
15,No,6,Business,1.19,12.62
12,Yes,10,Airport,1.42,17.93
14,No,4,Business,1.17,11.94
15,No,,Airport,1.05,12.19
14,Yes,11,,1.23,17.60
4,Yes,6,Residential,1.54,12.41
18,No,8,Rural,1.24,16.24
12,,6,Rural,,14.28
22,No,5,Residential,1.35,13.37
4,Yes,1,Residential,1.10,8.10
15,No,5,,1.12,12.10
21,No,,Residential,1.25,13.58
17,No,7,Residential,1.11,13.39
13,Yes,4,Airport,,13.22
24,Yes,5,Airport,1.05,14.77
10,No,6,Business,1.45,12.76
18,No,3,Airport,1.24,11.98
13,No,9,Airport,,16.09
7,Yes,4,Business,,10.22
7,No,7,,1.37,12.41
15,No,,Rural,1.18,9.36
10,No,,Residential,1.43,11.57
9,Yes,8,,,14.70
21,Yes,4,Business,1.08,13.62
11,Yes,6,Business,1.04,12.33
12,No,9,Rural,1.39,16.42
13,No,1,Rural,1.07,9.17
9,Yes,5,Business,1.10,12.63
18,Yes,4,Rural,0.86,12.97
24,,8,Residential,1.18,14.72
18,No,6,Business,1.43,13.91
3,No,4,Residential,0.80,9.17
8,Yes,4,Airport,1.27,12.97
14,No,4,Airport,1.15,12.59
12,No,6,Airport,1.43,13.45
9,,7,Residential,1.03,13.14
19,No,7,Business,0.96,13.02
28,No,6,Rural,1.41,16.14
6,No,6,Airport,1.35,13.08
22,No,3,Business,1.13,11.44
14,No,3,Business,1.21,11.21
9,Yes,5,Residential,1.27,12.07
11,,3,Rural,1.19,11.23
20,No,1,Business,1.45,10.20
,No,10,Rural,1.23,17.49
14,No,4,Business,0.80,10.06
24,Yes,6,Residential,1.16,14.12
9,Yes,5,Business,1.21,12.65
14,Yes,5,Residential,1.43,12.92
9,No,5,Airport,1.47,13.57
13,No,4,Residential,1.28,10.71
,No,6,Residential,1.11,12.78
12,No,3,Business,1.01,9.23
11,Yes,1,Business,1.18,9.55
24,No,4,Business,1.12,12.39
17,,8,Rural,1.36,16.03
9,No,5,Business,1.16,10.77
,,,Rural,1.33,11.48
19,No,6,Rural,1.01,13.53
18,No,4,,1.00,11.71
3,No,,Residential,1.22,9.02
20,No,7,Airport,1.09,15.08
16,Yes,9,,1.47,16.87
3,Yes,8,Rural,,13.34
6,No,8,Residential,0.89,11.71
16,Yes,9,Residential,1.57,16.34
6,No,4,Residential,,9.48
22,,5,,1.39,12.84
17,No,5,Residential,1.25,12.19
17,No,6,Residential,1.41,12.83
16,Yes,5,Rural,1.42,13.89
11,No,7,Business,1.25,12.69
14,No,,Business,0.84,11.51
18,No,3,Residential,1.04,10.40
8,Yes,4,Business,1.20,10.73
18,Yes,5,Residential,1.17,12.79
12,No,5,Business,0.83,11.81
13,No,8,Business,1.20,15.09
14,No,3,Business,1.32,10.63
20,No,6,Residential,1.16,12.29
15,No,6,Business,1.41,12.38
18,No,3,Business,1.32,10.57
21,Yes,1,Business,1.53,12.38
31,No,5,Residential,1.37,13.58
12,Yes,3,,1.15,11.35
13,Yes,1,Business,1.22,10.00
12,No,4,Residential,1.18,10.79
16,No,6,Airport,1.26,14.39
15,No,3,Airport,1.01,11.74
13,No,5,Business,,11.77
19,No,6,Rural,1.30,14.05
7,No,8,Business,0.99,12.00
16,Yes,10,Rural,1.32,16.91
16,No,7,Business,0.83,12.95
16,No,6,,1.13,13.71
13,Yes,8,Residential,1.23,14.60
23,No,6,Rural,1.61,14.99
18,Yes,7,,0.80,13.82
7,No,8,Airport,1.11,13.59
11,Yes,7,Residential,1.27,13.86
16,No,8,Business,1.24,14.59
11,Yes,5,Business,1.48,12.80
25,Yes,3,Business,0.91,11.95
12,Yes,9,Rural,1.16,15.69
15,Yes,3,Airport,,13.75
29,Yes,7,Business,1.25,17.22
17,No,8,Business,1.22,21.44
28,No,2,Residential,0.88,10.63
20,No,1,Rural,1.34,10.56
17,No,5,Rural,1.04,13.28
21,No,7,Business,1.55,14.47
11,No,5,Residential,1.34,10.67
9,No,3,Airport,1.34,11.56
6,No,6,Business,1.14,11.66
,Yes,6,Business,0.80,12.40
22,Yes,3,Airport,1.05,14.05
16,No,,Airport,1.25,14.14
16,Yes,5,Business,1.25,13.01
16,No,6,,1.25,13.22
15,Yes,8,Rural,1.42,15.82
16,Yes,2,Business,1.29,11.17
20,No,3,Business,1.30,11.55
6,No,7,Business,1.33,12.46
20,No,7,Residential,1.25,14.10
3,No,2,Airport,1.48,10.03
15,No,6,Business,1.39,13.61
3,No,4,Residential,1.08,9.13
14,No,7,Business,1.43,14.05
17,No,1,Business,1.38,9.34
19,No,3,Residential,1.50,12.41
14,No,3,Rural,1.15,10.54
26,Yes,6,Business,1.40,15.61
10,No,7,Business,1.47,13.69
9,No,1,Business,1.48,8.70
11,Yes,14,Residential,1.29,23.75
19,Yes,3,Business,1.15,12.31
11,No,10,Residential,1.29,15.66
19,No,3,Business,1.17,11.75
12,No,4,Business,1.10,10.11
10,Yes,8,Business,1.22,14.73
8,No,6,Rural,1.16,12.53
3,,7,Business,1.66,12.96
21,No,,Business,1.19,13.91
20,No,1,Airport,,10.87
17,Yes,5,Residential,1.27,12.98
10,No,6,Rural,1.40,12.10
18,No,1,Business,1.22,9.96
10,No,5,Business,1.21,11.96
21,Yes,3,,1.24,11.38
6,No,4,Residential,1.18,9.70
22,No,8,Business,1.23,16.18
,No,5,Rural,1.17,10.69
12,No,,Residential,1.12,10.26
10,No,5,Business,1.06,11.53
,Yes,4,Residential,1.19,11.86
16,No,9,Airport,1.27,16.72
12,No,5,Rural,1.23,11.62
11,Yes,9,Rural,,23.45
8,No,7,Airport,1.27,13.58
13,,2,Residential,,10.06
20,No,5,Residential,1.20,12.66
17,No,7,Residential,1.23,14.47
3,No,2,Rural,1.39,8.62
21,Yes,6,Business,0.85,13.94
31,No,5,Residential,,14.87
15,Yes,7,Rural,1.33,14.79
16,No,3,Residential,0.83,8.54
6,Yes,5,Rural,1.31,12.33
15,Yes,6,Airport,1.12,14.59
13,No,5,Rural,1.50,13.33
3,No,8,Residential,0.88,11.95
23,Yes,,Business,1.23,11.32
14,,4,Rural,1.15,11.63
29,No,5,Business,1.54,14.34
20,Yes,9,Residential,1.07,15.28
12,Yes,6,Business,1.32,14.04
17,,7,Airport,1.43,15.12
15,No,3,Business,0.99,9.91
8,No,3,Business,1.22,9.21
3,Yes,5,Rural,1.24,12.26
24,No,4,Residential,0.93,12.13
10,No,7,Rural,,12.59
15,No,3,Business,1.09,10.54
,No,4,Business,1.12,11.05
4,Yes,7,Rural,1.45,14.14
12,,5,Residential,1.41,11.34
19,No,,Business,1.14,13.18
13,Yes,3,Airport,1.41,12.82
14,Yes,1,Rural,1.12,10.09
12,Yes,5,Business,1.30,12.60
12,No,8,Rural,1.36,14.95
24,No,5,Business,1.61,14.13
16,Yes,6,Rural,1.37,14.70
24,No,6,Business,1.02,14.15
16,No,5,Business,1.21,12.24
14,No,7,Rural,1.39,13.76
15,No,7,Business,1.32,13.83
10,No,6,Residential,1.33,12.33
16,No,2,Residential,1.04,9.82
21,Yes,3,Rural,0.91,12.66
18,No,4,Residential,,11.89
18,No,3,Airport,1.27,12.84
15,No,3,Rural,0.91,10.21
25,Yes,6,Airport,1.46,16.35
14,Yes,5,Rural,1.35,13.12
15,Yes,3,Residential,1.06,10.89
14,,1,Residential,1.31,9.61
5,No,8,Rural,1.07,12.84
23,No,5,Airport,0.85,14.24
15,No,3,Business,0.93,10.29
17,No,5,Business,1.44,12.50
19,No,6,Rural,0.86,12.89
13,No,8,Residential,0.80,13.11
18,Yes,3,Residential,0.91,11.61
17,No,2,Rural,1.31,11.35
10,No,5,Residential,1.09,10.96
23,Yes,4,Business,1.18,13.25
6,,9,Rural,1.38,14.61
11,No,17,Business,0.99,25.12
23,No,5,Business,1.05,12.39
15,No,7,Residential,0.86,12.89
16,No,5,Residential,1.53,12.26
15,No,6,Business,0.93,13.36
19,No,6,Business,1.34,13.37
13,No,7,Business,1.14,12.73
22,Yes,9,,1.03,15.92
15,No,6,Residential,1.43,13.11
31,No,9,Airport,1.29,18.43
7,No,4,Business,1.12,9.26
12,No,8,Residential,1.24,13.37
18,No,9,Business,1.36,15.55
3,No,7,Business,1.21,11.11
7,Yes,6,Rural,1.37,13.62
19,Yes,3,Residential,0.94,11.82
22,No,6,Rural,1.09,14.40
22,,4,Residential,1.33,12.78
17,No,5,Business,0.98,11.54
11,Yes,4,Rural,1.31,12.70
10,No,5,Business,1.13,11.12
8,No,4,Business,1.21,10.20
29,No,3,Residential,1.04,12.18
9,Yes,7,Business,1.10,13.19
20,No,,Airport,1.01,16.71
16,Yes,7,Rural,1.38,14.22
22,No,,Residential,1.19,10.08
7,No,5,Airport,1.05,11.65
19,No,8,Residential,1.33,15.26
14,,5,Business,1.25,12.36
13,No,6,Airport,1.11,14.05
14,No,2,Airport,0.90,9.90
17,No,8,Business,0.80,14.16
17,No,7,Rural,1.48,14.64
11,No,4,,1.27,12.29
18,No,4,Residential,1.16,11.37
11,No,3,Rural,1.26,11.21
19,Yes,6,Rural,1.19,14.95
6,No,7,Business,1.32,12.26
27,Yes,4,Rural,1.09,13.54
18,No,2,Rural,1.39,11.08
17,No,5,Residential,1.55,13.10
26,No,7,Airport,1.33,16.79
12,No,4,Airport,1.28,13.28
24,No,5,Residential,1.29,13.10
12,No,5,Residential,,11.49
12,No,10,Rural,1.48,15.70
18,No,5,Residential,0.92,12.00
15,No,7,Business,0.89,12.49
12,No,6,Business,1.45,12.69
21,No,8,Business,1.29,15.32
17,No,2,Residential,1.53,9.93
15,Yes,3,Rural,1.35,11.97
,No,4,Business,,10.88
21,No,5,Rural,1.11,13.91
13,No,3,Business,1.38,10.98
18,No,6,Rural,1.10,13.38
11,No,9,Rural,0.83,14.92
10,Yes,7,Residential,0.95,14.64
23,No,3,Business,1.25,12.36
5,No,2,Residential,1.21,8.76
30,No,5,Residential,,13.93
9,No,7,Business,1.38,13.89
23,Yes,2,Residential,1.24,12.68
18,No,1,Rural,1.00,9.70
16,Yes,5,Rural,1.22,13.88
20,No,4,Residential,1.30,12.12
18,No,8,Business,1.03,14.64
8,No,8,Business,1.27,13.26
8,No,4,Rural,0.91,10.16
14,No,,Business,1.42,13.45
25,No,1,Rural,1.64,11.25
,Yes,5,Rural,1.34,14.87
21,No,6,Residential,0.90,12.54
13,No,1,Business,1.11,8.91
17,No,7,Business,1.19,14.45
6,No,9,Residential,1.03,12.71
15,No,5,Business,1.24,11.76
20,No,6,Business,1.58,13.57
9,No,2,Residential,1.53,10.41
11,No,6,Business,1.16,12.65
23,Yes,6,Business,1.21,14.23
15,No,3,Business,1.08,10.36
27,No,2,Airport,1.19,12.60
25,Yes,7,Residential,1.24,15.47
15,No,6,Business,1.11,12.71
,No,4,Business,1.07,11.42
11,No,5,,1.46,10.80
15,No,5,Rural,1.18,12.49
6,Yes,2,Business,1.25,9.63
3,No,12,Business,1.16,19.05
19,No,8,Residential,1.31,13.92
19,Yes,4,Business,1.41,12.64
6,Yes,7,Residential,0.89,12.30
,No,5,Residential,1.04,12.34
11,No,7,Rural,1.31,12.73
12,No,1,Residential,1.36,7.87
11,Yes,2,Business,1.63,11.14
16,No,6,Business,1.30,13.20
16,No,6,,1.46,13.49
20,No,6,Business,0.93,13.44
10,No,6,Residential,,10.97
13,No,,Residential,1.25,13.32
20,Yes,2,Business,1.29,11.73
,No,4,Residential,0.98,11.06
4,Yes,6,Business,0.96,11.52
19,No,5,Rural,0.98,13.42
16,No,4,Business,0.83,11.24
16,Yes,6,Airport,1.13,15.48
20,No,10,Rural,1.38,17.11
24,No,5,Business,1.06,13.70
5,No,5,Rural,1.28,11.35
9,No,7,Business,,13.09
17,No,3,Residential,,10.03
11,Yes,5,Airport,1.11,14.09
3,,4,Business,1.24,9.62
19,No,,Airport,1.13,13.56
,No,3,Business,1.55,10.71
10,No,3,Business,1.10,10.13
19,No,,Residential,1.03,11.94
,No,4,Residential,1.32,10.32
19,No,1,Business,1.41,9.50
12,,,Airport,1.10,13.55
17,No,4,Business,1.33,11.68
13,No,3,Rural,1.03,11.07
17,Yes,3,Residential,1.17,11.25
24,No,5,Airport,0.88,13.82
10,No,3,Airport,1.35,11.10
9,Yes,5,Residential,1.34,12.62
10,Yes,7,Business,,13.56
23,No,4,Residential,1.33,12.64
20,,4,Residential,1.20,11.80
27,No,8,Business,1.40,16.44
18,No,13,Airport,1.03,19.47
11,No,3,,0.96,10.02
25,No,4,Residential,1.80,13.52
27,Yes,8,,1.12,16.72
20,No,7,Business,0.90,14.09
5,No,7,,1.23,12.38
19,No,3,Business,1.18,10.55
10,No,13,Business,1.26,21.49
21,Yes,,Airport,1.14,14.85
13,No,5,,1.43,11.47
9,No,5,Business,,10.90
5,No,6,Residential,1.11,10.40
12,No,2,Business,1.36,10.02
23,No,1,Rural,0.92,10.51
24,Yes,8,Residential,,15.39
9,Yes,6,Residential,1.37,12.13
10,No,10,Business,,14.61
18,,1,Business,1.30,10.72
17,Yes,4,Business,1.35,11.77
22,Yes,3,Business,1.20,12.87
13,No,8,Business,1.08,13.10
11,No,5,Residential,1.43,11.26
16,Yes,3,Airport,0.93,12.07
18,No,9,Business,1.03,14.49
15,No,7,Rural,1.32,13.44
25,No,6,Business,1.34,14.21
15,No,2,Residential,1.59,10.41
18,No,1,Business,1.29,9.04
13,Yes,3,Rural,1.21,12.16
23,Yes,6,Business,0.94,14.79
19,No,2,Residential,1.02,9.97
4,Yes,3,Residential,1.05,9.19
11,No,,Rural,1.33,13.45
9,No,3,Rural,1.45,10.10
11,No,1,Residential,1.39,7.97
22,No,5,,1.24,13.19
23,No,4,Business,1.10,11.36
23,No,5,Business,1.04,13.31
15,Yes,5,Residential,1.30,12.30
,No,8,Residential,,13.34
13,No,7,Business,1.41,14.09
20,Yes,5,Residential,1.01,13.08
4,Yes,7,Business,1.41,13.36
9,No,4,Business,1.57,10.83
6,No,7,Rural,1.04,11.91
15,No,1,Residential,1.49,9.52
26,No,4,Residential,1.73,13.68
12,No,7,Rural,1.37,14.85
10,No,4,Residential,1.14,10.34
15,No,6,Business,1.22,13.69
12,,5,Residential,0.97,11.18
16,Yes,6,Business,0.94,13.29
15,No,4,Residential,1.10,10.75
7,No,7,Business,1.06,12.84
20,No,9,Business,1.09,15.17
22,No,4,Residential,1.03,11.48
21,No,1,Rural,1.05,10.26
13,No,3,Business,1.38,10.91
18,No,1,Business,1.06,9.76
3,No,3,Business,1.17,8.98
20,No,8,Business,1.25,15.42
4,No,6,Residential,1.30,11.36
12,No,5,Rural,0.85,11.85
3,Yes,4,Rural,1.14,10.93
17,Yes,6,Business,1.47,14.06
6,Yes,,Airport,1.20,10.25
16,No,6,Residential,1.43,13.05
19,No,9,Business,1.12,15.43
23,No,1,Airport,1.09,10.90
9,No,5,Residential,1.21,10.84
25,Yes,3,Business,1.50,13.22
27,No,8,Business,1.25,16.26
7,No,5,Residential,1.48,10.67
16,No,3,,1.08,10.74
25,No,3,Rural,1.38,13.20
15,Yes,6,Residential,1.41,13.08
14,No,5,Business,1.05,11.05
21,No,7,Airport,1.32,16.21
8,No,9,Business,1.01,13.51
15,No,4,Business,1.14,11.66
13,No,6,Rural,,13.39
14,No,6,Residential,0.88,11.93
3,Yes,2,Business,1.00,8.73
13,No,1,Residential,1.05,8.44
22,No,4,,1.64,12.98
8,No,6,Rural,1.30,11.11
16,No,3,Business,1.31,11.40
24,No,11,Business,1.43,17.58
15,No,2,Residential,1.29,9.60
27,No,4,Residential,1.27,13.01
16,No,6,Rural,,12.30
11,No,,Rural,1.26,13.80
13,No,5,Business,1.18,11.40
27,No,4,Rural,1.21,13.10
19,Yes,3,Airport,1.33,12.98
18,Yes,3,Residential,1.10,11.76
7,No,1,Business,1.16,7.57
18,Yes,8,Residential,,14.87
10,Yes,3,Rural,1.20,11.21
19,No,7,Business,1.54,15.47
13,No,4,,1.32,11.00
8,Yes,5,Airport,,12.75
22,No,5,Business,1.16,12.64
22,Yes,7,Airport,1.04,17.22
8,Yes,,Residential,1.22,12.79
6,,4,Rural,1.04,9.10
15,No,1,Rural,0.92,9.46
3,No,4,Business,1.12,9.47
9,No,5,Business,1.49,11.35
14,No,4,Residential,1.41,11.91
26,No,4,Business,1.41,13.95
3,No,3,Business,1.39,9.32
16,No,5,Rural,1.17,12.32
11,No,3,Business,1.16,9.96
31,Yes,8,,1.33,19.22
17,No,6,Residential,,12.90
16,No,2,Business,1.57,10.89
4,No,4,Residential,1.32,10.09
5,Yes,4,Residential,1.20,10.36
25,No,1,Rural,,10.19
6,No,5,Residential,0.88,10.22
6,No,8,Residential,1.17,11.95
21,Yes,6,Business,1.24,14.30
11,,5,Business,1.23,12.55
,Yes,1,,1.32,10.88
19,No,6,Business,1.62,14.15
11,No,9,Business,0.85,14.06
20,No,7,Business,1.49,14.97
9,Yes,,Airport,1.47,17.13
,No,3,Residential,1.52,10.47
21,No,5,Airport,1.18,14.64
17,No,8,Business,1.47,14.91
8,No,5,Business,1.01,11.61
14,No,4,Residential,1.16,10.72
15,No,10,Business,0.91,14.83
14,No,5,Residential,1.46,11.64
10,No,6,Business,1.58,12.41
12,Yes,6,Airport,1.10,13.58
16,No,5,Residential,1.08,12.11
15,No,5,Residential,0.92,11.69
14,No,7,Rural,0.82,13.64
21,No,9,Residential,1.37,16.54
18,No,5,Residential,1.33,12.25
14,No,3,Business,1.24,11.42
11,Yes,2,Residential,1.30,10.44
29,Yes,3,Business,1.15,13.24
25,No,6,Business,0.80,13.70
16,No,2,Rural,1.32,10.64
15,No,6,Business,1.07,12.52
16,No,7,Business,,13.93
15,,1,,1.33,10.03
15,No,,Residential,1.46,13.58
13,No,5,Rural,1.06,12.74
14,No,3,Business,1.30,11.01
15,No,10,Business,1.11,16.16
12,No,7,Business,1.49,13.52
11,No,7,Business,1.24,12.97
25,,7,,1.10,14.73
13,No,2,Business,1.55,9.48
21,Yes,5,Airport,1.21,14.73
13,No,8,Business,1.19,13.82
21,No,5,Business,1.33,13.68
18,Yes,4,Business,1.17,12.43
15,Yes,1,Residential,1.35,10.24
14,No,6,Residential,0.80,12.52
18,No,4,Business,1.31,12.80
14,No,3,Business,1.46,10.66
13,No,6,Residential,1.27,12.03
19,No,9,Business,0.99,15.44
11,No,5,Residential,0.96,10.16
16,No,6,Business,1.03,12.45
11,No,3,Business,1.27,10.08
23,No,1,Business,1.36,10.80
13,No,2,,1.19,9.41
18,No,3,Residential,1.04,10.38
26,Yes,9,Residential,1.03,16.58
19,Yes,,Business,1.10,10.83
6,No,6,Business,1.12,11.10
6,Yes,5,Business,1.18,11.61
20,Yes,5,Business,0.97,13.41
10,Yes,5,Airport,1.58,14.18
9,Yes,8,,1.11,23.73
6,No,7,Rural,1.19,12.59
15,No,4,Business,1.30,12.58
7,No,3,Residential,1.37,9.59
21,Yes,2,Airport,1.16,12.99
19,Yes,8,Business,1.24,15.72
25,No,2,Business,1.19,12.18
18,No,6,Residential,1.37,12.94
13,No,3,Residential,,10.33
22,No,6,Residential,1.23,13.37
24,No,7,,1.27,15.61
,Yes,2,Rural,1.01,11.89
20,,3,Business,1.35,11.60
16,No,4,Rural,1.20,12.93
13,No,3,Business,1.29,10.49
22,Yes,9,Business,1.28,16.86
13,No,5,Residential,,10.89
9,No,3,Business,1.30,9.91
14,No,8,Business,1.21,13.83
18,No,9,Airport,1.30,16.86
19,Yes,9,Residential,1.20,16.39
21,Yes,7,Business,1.03,15.00
25,No,6,Residential,1.34,14.84
13,,3,,1.10,11.99
17,No,4,Residential,1.30,11.26
8,No,6,Business,1.27,10.97
29,No,8,Business,1.16,16.10
16,No,1,Rural,1.33,9.72
28,No,2,Business,1.40,12.33
7,Yes,6,Residential,1.21,12.85
16,No,,Business,1.34,12.52
11,No,5,Business,1.18,11.26
14,No,6,Residential,1.03,12.45
7,No,1,Business,1.13,7.90
12,No,5,Residential,1.04,11.17
14,No,6,Business,1.14,12.29
11,No,5,Residential,1.46,11.43
13,No,1,Business,0.92,8.52
3,Yes,5,Business,1.59,11.46
18,No,6,Airport,1.16,14.42
17,No,2,Business,1.30,10.41
6,No,5,Rural,1.31,11.71
9,No,3,Business,1.12,9.79
21,No,6,Business,1.36,13.64
11,No,8,Residential,1.10,13.68
7,Yes,,Rural,,11.08
16,No,6,Business,0.90,12.31
20,Yes,9,Residential,1.31,15.64
12,Yes,5,Residential,1.05,12.83
14,,,Residential,1.31,12.43
7,Yes,6,Airport,1.03,13.61
14,No,9,Business,1.11,14.09
9,No,,Business,1.08,11.53
18,No,1,Airport,1.42,11.37
20,No,7,Residential,,14.06
8,No,1,,1.05,7.36
20,No,7,Business,1.60,14.88
21,No,6,Business,,14.22
14,No,7,Business,1.45,13.87
23,No,8,Residential,,15.57
11,No,5,Residential,0.80,10.89
14,Yes,5,Airport,1.52,14.84
,Yes,,Residential,0.99,15.22
12,Yes,6,Residential,1.39,12.59
16,No,1,Rural,1.29,9.40
19,No,5,Business,1.41,12.86
7,,4,Rural,1.03,10.67
5,No,7,,1.38,12.50
8,Yes,4,Business,1.09,11.18
,No,5,Airport,1.32,13.18
28,Yes,4,Residential,1.41,14.66
14,No,6,Residential,1.26,11.98
7,No,6,Residential,1.27,12.28
9,No,2,Rural,1.34,9.59
17,No,6,Residential,1.49,13.41
23,No,8,Rural,0.88,16.19
15,,3,Rural,1.35,11.62
8,No,7,Business,0.91,11.15
11,No,7,Business,1.10,12.49
,No,3,Residential,1.30,13.76
19,No,3,Rural,1.14,11.07
11,No,2,Residential,1.50,9.17
21,,6,,1.17,14.86
18,No,3,Business,1.33,11.48
12,No,6,Business,1.18,12.24
3,No,4,Rural,1.37,9.64
18,No,,Business,1.16,16.08
23,Yes,,Business,1.08,15.50
18,No,3,Business,1.47,10.99
25,No,4,Residential,1.51,12.97
19,No,3,Rural,1.20,11.40
16,No,,Business,0.90,12.68
11,Yes,2,Business,1.31,10.65
15,,2,Residential,1.44,10.25
13,No,5,Business,1.15,12.56
13,No,7,Residential,1.07,12.64
9,Yes,,Business,1.45,14.21
7,No,,Residential,1.07,12.47
9,No,3,Business,1.26,10.83
15,No,7,Business,1.28,14.01
21,No,7,Business,1.04,14.75
19,No,,Business,,9.87
8,No,9,,0.84,13.35
14,No,7,Business,1.30,13.12
19,Yes,4,Business,1.06,11.66
27,Yes,9,Business,1.17,18.27
15,Yes,5,Business,1.44,13.88
16,No,1,Business,1.47,9.44
11,No,3,Business,1.01,9.52
,Yes,5,Residential,0.80,11.98
18,Yes,5,Rural,1.15,12.66
17,No,4,Residential,0.99,11.75
22,Yes,4,Business,1.13,13.07
