area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
1518,Yes,4,Old Town,26,2292
1489,Yes,1,Old Town,25,1697
1413,Yes,2,Suburb,31,1850
915,Yes,3,,39,1537
869,No,3,Old Town,25,1572
1612,Yes,4,Uptown,25,2504
969,Yes,4,Suburb,15,1942
886,No,2,Downtown,,1767
1151,No,2,Downtown,26,1968
1139,Yes,2,Suburb,12,2120
1010,Yes,3,Downtown,31,2254
1135,No,3,,13,1959
1323,No,3,Downtown,36,2404
746,Yes,2,Suburb,24,1436
1352,No,6,Downtown,18,3303
1456,No,,Downtown,7,2605
1384,Yes,2,Uptown,7,2257
1047,No,4,Uptown,24,2149
948,No,1,Uptown,31,1502
1559,No,3,Suburb,5,2473
670,No,1,Uptown,26,1245
689,No,3,Old Town,23,1325
855,Yes,4,Uptown,31,2114
250,No,3,Suburb,26,977
2093,Yes,3,Suburb,25,2801
613,Yes,1,Old Town,21,792
1659,Yes,1,Old Town,22,2141
1329,Yes,3,Uptown,16,2406
1370,Yes,2,Downtown,12,2448
1948,No,2,Uptown,17,2789
1405,Yes,1,Downtown,12,1966
1176,Yes,2,Downtown,14,2276
1869,Yes,3,Old Town,27,2310
250,No,2,Downtown,10,1523
3550,Yes,,,17,4158
2487,,5,Uptown,6,3783
1163,Yes,3,Uptown,16,2304
1090,Yes,2,Old Town,30,1590
1360,No,2,Suburb,19,2149
977,Yes,2,Downtown,8,2256
767,Yes,2,Downtown,17,1831
1234,,3,Old Town,16,2072
1519,No,2,Uptown,14,2238
1144,Yes,3,Downtown,22,2238
1417,Yes,,,15,2390
1524,No,4,Suburb,20,2900
1499,,5,Downtown,11,3303
1457,,,Downtown,25,2488
1479,Yes,3,Uptown,33,2220
1331,Yes,2,Uptown,14,2210
250,Yes,3,Suburb,18,1087
876,Yes,,Suburb,21,1551
1078,No,1,Old Town,19,1553
1570,Yes,3,Downtown,23,2635
983,No,2,Downtown,26,1708
1641,,3,Old Town,6,2558
1845,No,3,Uptown,21,2787
2189,Yes,4,Downtown,20,3589
1485,No,2,Uptown,32,1960
901,No,1,Uptown,19,1499
1376,No,,Uptown,11,2424
1574,Yes,3,Downtown,31,2727
525,Yes,3,Suburb,30,1294
1738,No,3,,28,2783
972,Yes,2,Downtown,31,1868
1292,Yes,2,Old Town,11,1898
738,Yes,2,Uptown,10,1828
1681,No,3,,23,2721
365,Yes,3,Downtown,18,1734
1173,No,3,Uptown,,2184
975,Yes,3,,,1746
1554,No,3,Old Town,27,2057
1009,Yes,2,Suburb,0,2020
1761,Yes,3,,24,2913
1070,Yes,3,Suburb,3,1973
1474,No,3,Suburb,17,2564
1515,No,4,Downtown,17,2921
1374,No,3,Uptown,13,2421
1443,Yes,4,Uptown,19,2815
485,No,3,Suburb,,1321
942,Yes,1,Uptown,15,1647
976,No,3,Downtown,20,2061
1498,No,1,Downtown,19,2196
1730,No,,Old Town,19,2577
1325,No,1,Old Town,15,1380
1063,No,1,Downtown,8,1619
1211,Yes,4,Downtown,14,2733
1337,Yes,4,Uptown,35,2607
,Yes,4,Downtown,27,2644
902,Yes,4,Old Town,14,2054
679,Yes,,Downtown,33,1428
746,No,4,Old Town,3,1616
683,Yes,,Uptown,19,1603
1277,Yes,4,Downtown,3,2696
914,Yes,2,Suburb,32,1645
1485,No,2,Suburb,10,2368
500,Yes,7,Uptown,26,2868
836,Yes,2,Suburb,,1525
1120,,3,,27,2030
1277,,2,Suburb,17,1839
1235,No,2,Suburb,0,1734
1640,Yes,2,Uptown,20,2564
1868,Yes,1,Downtown,15,2707
1406,No,3,Suburb,16,2245
1256,No,3,Old Town,12,1890
1441,Yes,1,Downtown,9,2278
1154,No,4,Suburb,7,2229
1740,,4,Downtown,20,3121
1181,No,2,Downtown,15,2203
1114,Yes,2,Uptown,10,2189
1423,Yes,4,Uptown,10,2818
900,,2,Old Town,12,1374
1892,Yes,4,Suburb,2,2983
522,Yes,2,Suburb,16,1438
735,Yes,4,Suburb,15,2048
1694,Yes,3,,5,3212
1934,,5,Uptown,20,3332
2095,No,3,Old Town,14,2599
958,Yes,4,Downtown,22,2698
1163,No,2,Old Town,29,1393
1345,Yes,2,Downtown,14,2075
1403,Yes,2,Uptown,30,2228
1683,No,3,Suburb,16,2386
1404,Yes,3,Suburb,25,2332
2368,No,3,Downtown,23,3357
1707,No,3,Downtown,8,2770
1748,Yes,3,Downtown,,2882
810,,1,Uptown,20,1485
1613,Yes,2,Downtown,25,2641
,Yes,2,Old Town,,2287
1631,,3,Downtown,18,2729
446,Yes,2,Suburb,8,1502
867,No,4,Downtown,20,2140
872,Yes,3,Uptown,7,2285
1135,Yes,4,Old Town,17,2070
1079,No,2,Suburb,20,1586
2609,Yes,3,Suburb,32,3319
994,No,2,Downtown,1,1954
1238,No,2,,27,1617
1502,Yes,4,Downtown,29,2692
1268,No,2,Old Town,17,1729
,No,2,Old Town,24,2407
1452,No,2,Old Town,14,1828
1106,No,2,Downtown,6,1955
1090,No,4,Suburb,30,2198
1656,No,4,Downtown,19,2811
1820,Yes,2,Downtown,23,2511
1493,Yes,2,Downtown,0,2293
995,Yes,3,Old Town,19,1716
967,Yes,2,Downtown,7,2060
1502,Yes,2,Uptown,33,1981
1957,No,2,Uptown,22,2545
1578,Yes,2,Downtown,24,2491
1076,Yes,1,Downtown,5,2136
1153,Yes,2,,26,1450
325,Yes,,Downtown,19,1980
1741,No,1,Downtown,27,2368
703,Yes,2,Suburb,25,1541
1735,No,3,Old Town,32,2220
1277,Yes,4,Suburb,16,2419
2162,No,1,Downtown,26,2736
1706,No,2,Downtown,18,2317
1392,Yes,2,Downtown,8,2895
1237,No,3,Suburb,21,2009
948,No,3,Suburb,8,1769
1261,No,4,Suburb,21,2359
1175,No,2,,11,2216
562,Yes,2,Downtown,15,1479
1804,No,2,Old Town,8,2351
1101,No,2,Suburb,34,1397
1089,Yes,2,Uptown,11,2036
413,Yes,3,Suburb,17,1468
1035,No,1,Suburb,,1658
1555,No,4,Downtown,18,2876
877,No,2,Downtown,9,2015
773,No,3,Old Town,17,1468
1104,Yes,1,Downtown,20,2056
1271,No,2,Uptown,20,1841
1672,Yes,2,Downtown,30,2498
1783,No,2,Old Town,24,2123
1180,Yes,2,Downtown,35,2234
623,Yes,2,Suburb,18,1568
954,No,2,Downtown,17,1721
1664,No,3,Downtown,9,2959
703,No,3,Old Town,13,1554
1501,No,4,Downtown,20,2915
2262,Yes,3,Uptown,17,3255
1634,Yes,2,Downtown,31,2533
1370,Yes,3,Downtown,18,2579
1814,Yes,3,Old Town,9,2400
1397,No,2,Suburb,8,2150
1034,No,3,Downtown,35,2385
1299,No,3,Old Town,22,2141
722,No,1,Uptown,10,1274
625,No,4,Suburb,34,1800
1143,No,,Downtown,15,2381
886,No,2,Old Town,3,1434
,No,2,Suburb,9,1413
727,,3,Downtown,16,1938
1078,Yes,,Old Town,15,1465
879,Yes,2,Uptown,21,1589
1214,,2,Old Town,36,1738
901,Yes,3,Suburb,,1920
885,Yes,2,Uptown,18,1724
1109,No,2,Downtown,12,2072
458,Yes,4,Downtown,19,2242
803,No,3,Suburb,41,1556
1756,Yes,2,Downtown,5,2763
1507,No,3,Old Town,0,1887
1206,Yes,3,Suburb,8,2072
520,Yes,3,Downtown,7,1865
,No,3,Suburb,20,1700
1086,Yes,2,Downtown,28,2116
1375,Yes,3,Uptown,20,2549
919,No,2,Suburb,24,1669
1453,No,3,Downtown,19,2472
1128,,3,Uptown,15,2160
1591,Yes,2,Suburb,20,2381
1390,No,3,Downtown,6,2919
1598,No,4,Suburb,39,2157
1205,Yes,2,Uptown,16,2125
964,No,2,Downtown,14,1887
1583,No,1,,10,2123
1271,Yes,3,Downtown,18,2677
1285,Yes,2,Downtown,22,2429
1413,No,1,Suburb,19,1837
,Yes,2,Suburb,18,2387
1391,Yes,3,Downtown,13,2718
1676,No,3,Old Town,19,2444
250,Yes,3,Suburb,35,1357
1431,,2,,14,2459
1840,No,3,Old Town,28,2206
1677,No,3,Old Town,15,2313
756,No,3,Old Town,18,1364
905,Yes,2,Downtown,27,1922
1983,No,4,Downtown,0,3628
2285,No,3,Downtown,24,3310
1421,No,2,Uptown,10,2240
,Yes,4,Old Town,18,3406
1110,No,1,Downtown,20,2040
1766,Yes,2,Uptown,29,2150
801,Yes,1,Downtown,19,1711
1422,No,2,,21,2416
652,Yes,2,Downtown,8,1749
,No,3,Uptown,8,2486
929,Yes,3,Downtown,20,1958
,Yes,2,Downtown,23,1832
1877,No,3,Suburb,28,2629
1463,No,3,,,2339
849,,4,Downtown,12,2164
906,Yes,2,Downtown,19,2188
518,Yes,3,Suburb,13,1595
917,Yes,1,Uptown,10,1677
896,No,3,Downtown,11,1927
1380,Yes,3,Old Town,5,2287
1292,Yes,2,Suburb,9,2041
773,No,3,Suburb,4,1696
753,Yes,2,Uptown,25,1796
2013,No,3,Downtown,6,2945
1595,Yes,2,Downtown,11,2725
1619,No,3,Old Town,13,2206
1185,No,2,Suburb,23,1654
672,Yes,3,Old Town,20,1403
1373,Yes,3,Uptown,20,2375
925,No,,Uptown,3,1975
2425,Yes,3,Old Town,19,2795
857,Yes,2,Uptown,14,2031
1836,No,1,Suburb,9,2136
1078,No,3,Downtown,15,2172
1199,No,3,Suburb,12,1971
1849,No,2,Suburb,0,2510
705,Yes,3,Suburb,22,1672
1764,No,3,Suburb,4,2851
994,Yes,2,Old Town,32,1706
3009,No,6,Uptown,1,4481
1635,Yes,3,Downtown,25,2508
1559,No,4,Old Town,17,2268
,No,1,Uptown,34,1306
988,Yes,4,Downtown,4,2527
1275,No,,Uptown,28,2250
754,No,2,Suburb,27,1359
1377,No,2,Suburb,17,2138
1674,No,3,Suburb,28,2170
977,No,1,,9,1642
3227,Yes,6,Old Town,22,3384
1203,No,3,Uptown,12,2287
1321,,3,,17,1970
1507,No,,Uptown,25,2066
1736,Yes,5,Uptown,15,3334
757,No,3,Uptown,12,1686
1620,Yes,4,Old Town,15,2358
1603,Yes,3,Downtown,15,3037
1275,No,3,Downtown,17,2464
734,Yes,1,Suburb,23,1323
1438,Yes,,Suburb,19,2776
1398,No,3,Uptown,25,2494
,Yes,3,Downtown,18,2369
1549,Yes,3,Downtown,1,3170
,No,3,Downtown,17,2151
1490,No,3,Uptown,25,2523
1228,Yes,2,Downtown,36,2092
1560,No,1,Uptown,0,2220
,No,4,Old Town,,1620
250,Yes,2,Suburb,24,807
,Yes,4,Suburb,15,1946
1233,No,3,Downtown,5,2392
2105,Yes,2,Uptown,15,2799
1366,Yes,3,Suburb,19,2142
1867,No,2,Suburb,22,2308
1557,No,4,Suburb,0,2530
286,Yes,2,Uptown,24,1246
1248,Yes,3,Old Town,24,1773
916,No,2,Downtown,18,1733
796,No,2,Suburb,11,1313
1224,No,2,Downtown,,2086
1373,No,4,Old Town,15,2301
417,No,1,Downtown,19,1155
819,Yes,2,Downtown,21,1886
936,Yes,2,Old Town,25,1629
1138,Yes,2,Downtown,18,2135
1533,No,1,Old Town,19,1744
880,No,3,Suburb,17,2005
1416,Yes,2,Suburb,,2183
2118,No,2,Uptown,4,2690
1214,No,2,Old Town,25,1568
1361,No,2,Uptown,18,2216
1092,Yes,3,Suburb,19,1970
865,Yes,1,Suburb,27,1553
961,Yes,2,Downtown,16,2103
1543,No,2,Suburb,26,1915
704,No,1,Uptown,10,1240
,Yes,2,Uptown,35,1502
926,No,3,Suburb,39,1947
1411,No,3,Old Town,27,1906
1058,,3,Downtown,29,2331
1039,Yes,1,,18,1151
1053,Yes,2,Suburb,28,1762
1295,No,3,Suburb,15,2106
1785,Yes,2,Uptown,30,2502
1830,No,3,Suburb,5,2573
671,No,3,Uptown,9,1518
1250,No,1,Uptown,30,1760
1562,No,2,Uptown,13,2538
2037,No,2,Downtown,19,2792
697,Yes,3,Old Town,2,1556
1285,Yes,2,Downtown,21,2195
1631,Yes,1,Suburb,9,2186
940,No,2,Uptown,10,1777
966,Yes,4,Uptown,12,2142
997,Yes,1,Downtown,12,1783
1366,No,3,Suburb,17,2271
1074,,2,Downtown,16,1990
1412,No,2,,6,2482
,Yes,1,Downtown,24,1719
1743,Yes,3,Downtown,12,2831
1418,Yes,3,Old Town,19,2153
399,No,4,Downtown,30,1689
1480,Yes,3,Suburb,11,2410
521,Yes,1,Suburb,26,950
945,Yes,3,Suburb,12,1927
1165,No,3,Downtown,24,2167
974,No,1,Uptown,7,1425
1515,Yes,1,Uptown,,1939
2108,No,1,Downtown,,2625
273,No,3,Uptown,14,1221
940,No,2,Uptown,11,1728
,Yes,3,Downtown,21,2571
1131,Yes,4,Uptown,19,2455
,No,6,Downtown,20,2832
1758,Yes,3,Suburb,23,2599
1265,No,4,Downtown,16,2351
1543,No,3,Downtown,32,2392
1453,No,3,Uptown,8,2613
1070,No,1,Downtown,16,1732
622,No,2,Downtown,19,1663
1240,No,,Downtown,23,1966
594,Yes,4,Suburb,21,1695
1681,No,2,Downtown,17,2268
1731,Yes,1,Uptown,19,2522
1386,Yes,2,Suburb,19,2139
1120,No,4,Suburb,21,2090
1675,No,4,Downtown,18,2806
1764,No,2,Uptown,18,2680
1472,Yes,3,Uptown,14,2683
1792,No,,Downtown,22,2643
1809,Yes,3,Uptown,25,2786
3783,Yes,4,Uptown,4,4099
1791,No,4,Suburb,27,2611
250,,2,Downtown,19,1189
1419,,2,Downtown,18,2445
,No,2,Suburb,26,1706
1569,Yes,3,Uptown,28,2478
524,No,4,Downtown,13,1880
674,Yes,4,Downtown,28,2049
2026,No,2,,,2677
1494,Yes,3,Downtown,9,2878
1347,Yes,2,,12,2021
957,,2,Downtown,25,1903
744,Yes,2,Old Town,18,1373
879,Yes,3,Downtown,3,2403
882,No,3,Downtown,31,1935
,Yes,3,Old Town,27,2097
1345,Yes,1,Suburb,24,1996
802,No,3,Uptown,,1850
1618,Yes,5,Downtown,26,3032
250,No,3,Uptown,5,1565
250,No,4,Suburb,6,1197
1546,Yes,3,Suburb,17,2421
1974,No,,Downtown,17,3088
250,Yes,1,Old Town,19,348
979,Yes,2,Downtown,0,2133
2007,Yes,4,Old Town,19,2878
479,Yes,3,Suburb,0,1572
1625,No,2,Downtown,22,2472
1049,No,3,Downtown,0,2581
1640,No,3,Suburb,,2451
1748,,3,Old Town,22,2567
1369,No,4,Old Town,22,2025
813,Yes,2,Uptown,18,1884
757,Yes,4,Old Town,25,1594
976,Yes,3,Downtown,28,2102
445,No,2,Uptown,,1164
1536,Yes,4,Suburb,2,3103
339,No,5,Downtown,26,1802
,No,2,Old Town,13,2196
840,,2,Downtown,16,1978
1085,No,3,,23,2019
933,Yes,2,Suburb,30,1664
1963,No,2,Downtown,24,2857
1439,Yes,4,Suburb,29,2381
1675,No,1,Suburb,,2169
963,No,2,,11,1975
1522,No,3,Uptown,26,2213
1546,Yes,3,Suburb,1,2343
1229,Yes,4,Old Town,29,2184
1305,,3,Uptown,14,2402
1337,No,2,Old Town,25,1562
1316,Yes,3,Uptown,15,2510
1562,No,2,Suburb,5,2227
812,,4,Downtown,22,2251
250,Yes,2,Downtown,22,1146
885,No,2,Uptown,11,1403
902,Yes,4,Suburb,25,1806
1311,No,1,Downtown,20,1794
1240,No,2,Uptown,14,1956
933,Yes,1,Downtown,22,1538
348,No,3,Downtown,19,1699
918,No,2,Downtown,14,1799
1352,No,4,Old Town,20,2011
1753,Yes,4,Uptown,15,2952
878,Yes,2,Downtown,13,1912
1155,Yes,5,,6,2382
1068,Yes,,Old Town,21,1420
710,No,1,Downtown,12,1434
1569,Yes,2,Uptown,22,2468
1367,Yes,3,Uptown,19,2650
2364,No,3,Suburb,,3240
670,No,4,Downtown,27,2044
1126,No,3,Uptown,18,2084
1228,No,2,Uptown,13,1996
831,No,2,Downtown,19,1972
1721,No,3,Downtown,23,2678
1028,No,2,Suburb,24,1439
886,Yes,2,Suburb,15,1620
1596,Yes,4,Old Town,40,2555
749,,2,Uptown,8,1631
1316,Yes,1,Suburb,15,1861
804,Yes,4,Downtown,18,2207
1043,No,3,Old Town,25,1285
1193,Yes,4,Suburb,23,2269
1469,No,1,Downtown,34,2056
1205,Yes,4,Suburb,27,2417
947,Yes,1,Old Town,18,1152
1372,No,2,Old Town,28,1785
792,Yes,4,Downtown,18,2118
1681,No,4,Old Town,8,2513
2483,Yes,3,Old Town,33,3105
1232,Yes,4,Downtown,18,2825
1436,Yes,2,Downtown,,2676
653,No,1,Uptown,35,1283
1167,No,2,Uptown,23,1835
1503,,1,Suburb,24,1658
1383,No,2,Downtown,5,2487
881,Yes,1,Downtown,31,1565
969,Yes,3,Suburb,5,2085
1070,No,1,Downtown,,1620
1070,No,2,Uptown,12,1974
840,,2,Old Town,7,1319
1719,No,2,Uptown,32,2262
1606,No,2,Downtown,1,2804
633,No,4,Uptown,23,1898
2121,No,2,Suburb,12,2523
,Yes,1,Suburb,32,1952
951,No,3,Old Town,14,1494
1098,Yes,2,Old Town,20,1673
1131,No,2,Downtown,2,2216
674,No,2,Old Town,20,932
413,Yes,2,Old Town,31,664
923,No,3,Old Town,37,1344
1619,Yes,2,Uptown,31,2007
464,Yes,3,Downtown,34,1718
1129,No,5,Old Town,20,2424
1036,No,2,Suburb,17,1793
968,Yes,2,Uptown,14,1962
1039,No,3,Uptown,8,2192
1515,Yes,3,Uptown,23,2668
800,Yes,3,Suburb,23,1862
1010,,2,Uptown,21,1672
1408,Yes,1,Old Town,25,1765
804,,1,Downtown,8,1866
1529,No,3,Downtown,17,2663
1769,,2,Uptown,27,2270
943,No,2,Uptown,6,1595
1714,Yes,2,Uptown,12,2761
849,No,3,,26,2163
492,No,4,Downtown,10,2065
1948,Yes,2,Downtown,17,2858
1215,No,1,Uptown,6,2115
1291,,3,Old Town,11,1991
929,Yes,3,Downtown,41,1971
769,Yes,2,Old Town,10,1380
1191,Yes,3,Old Town,22,1914
2153,No,3,Downtown,22,3167
1020,No,2,Suburb,13,1569
1676,Yes,,Suburb,23,2298
2145,No,4,Suburb,0,3029
1135,No,3,Uptown,35,2245
1235,Yes,,Downtown,12,2579
1062,No,5,Uptown,8,2860
946,Yes,3,,10,2275
957,No,3,Old Town,,1761
,No,2,Suburb,16,976
993,Yes,2,,22,1658
860,Yes,3,,12,2205
1232,No,2,Downtown,,2006
2305,No,3,Old Town,31,2750
1404,Yes,3,Suburb,14,2471
1325,,1,Old Town,24,1346
1009,No,1,Uptown,1,1532
1476,No,2,Uptown,22,2133
1208,Yes,4,Suburb,17,2435
824,No,4,Suburb,18,1878
,Yes,1,Uptown,3,2049
770,Yes,3,Suburb,21,1897
2078,No,6,Suburb,20,3184
1118,No,2,Uptown,23,1840
1077,No,2,Uptown,30,1615
1926,No,2,Uptown,5,2625
1642,No,2,Downtown,19,2721
675,No,2,Suburb,12,1388
774,No,1,Suburb,34,1106
1309,No,2,Suburb,16,2087
1848,Yes,2,Old Town,29,2315
1047,No,3,Downtown,11,2185
600,No,3,Downtown,16,1551
1310,No,3,,3,2414
1056,Yes,3,Old Town,25,1835
2110,Yes,4,Downtown,2,3841
830,Yes,2,Downtown,18,1787
747,No,3,Suburb,25,1492
998,Yes,3,Downtown,20,2338
754,No,4,Downtown,0,2236
1366,No,3,Suburb,15,2302
1085,No,2,Uptown,29,1575
1653,No,2,Suburb,23,2515
2356,No,2,Downtown,16,3166
1070,Yes,2,Downtown,9,2167
596,No,2,Suburb,22,1129
985,Yes,1,Suburb,14,1493
859,Yes,2,Old Town,,1332
,No,3,Downtown,16,2463
1453,No,3,Suburb,24,2212
1457,No,2,Downtown,12,2338
1154,No,3,Suburb,18,2005
1056,Yes,4,Old Town,15,1927
1626,Yes,2,Downtown,7,2886
1699,Yes,1,Downtown,15,2508
2028,Yes,3,Downtown,19,2885
1687,Yes,4,Downtown,19,2992
1299,No,4,Suburb,28,2225
803,Yes,,Uptown,20,1724
1652,No,3,Downtown,9,2916
1208,Yes,2,Uptown,24,2103
1330,Yes,4,Suburb,13,2450
1210,No,3,Suburb,10,1922
250,No,,Downtown,33,952
1603,Yes,2,Old Town,21,1951
897,Yes,3,Old Town,16,1614
1346,Yes,2,Downtown,13,2180
1398,No,3,Downtown,26,2302
1021,Yes,2,Downtown,31,1780
1611,No,3,Old Town,27,2247
2098,Yes,1,Downtown,26,2784
1099,Yes,2,Uptown,22,2238
1037,Yes,4,Downtown,4,2319
1190,Yes,3,Downtown,14,2220
1451,Yes,3,Suburb,23,2325
,Yes,2,Downtown,14,1762
968,Yes,2,Uptown,11,2045
1174,No,2,Suburb,16,1733
886,Yes,2,Uptown,7,1891
916,No,5,Uptown,2,2469
1436,Yes,3,Downtown,16,2632
872,Yes,3,Old Town,23,1646
1324,Yes,2,,19,1558
752,No,2,Uptown,35,1145
1265,Yes,3,Suburb,26,2104
841,Yes,3,Suburb,22,1979
1158,No,3,Downtown,26,2085
1823,No,2,Suburb,0,2584
,Yes,3,Uptown,2,2198
789,No,3,Suburb,21,1833
1317,Yes,4,Downtown,30,2358
1058,No,4,Downtown,,2512
2508,No,2,Suburb,3,2961
506,No,,Downtown,25,1067
1201,Yes,1,Old Town,18,1512
2363,Yes,1,Suburb,20,2754
1335,Yes,3,Old Town,14,2154
1332,Yes,1,Old Town,10,1609
506,Yes,2,Suburb,13,1488
1041,Yes,2,Old Town,17,1636
1237,Yes,,Uptown,5,2950
256,Yes,4,Downtown,5,1830
1617,Yes,2,Uptown,14,2654
735,Yes,4,Uptown,34,1812
1760,Yes,3,Downtown,8,3008
,No,2,Downtown,19,1315
1472,Yes,3,Downtown,16,2876
1620,Yes,2,Suburb,8,2200
700,No,1,Uptown,15,1412
1571,Yes,1,Suburb,18,2119
1116,,4,Downtown,20,2427
698,No,2,Old Town,14,1311
719,No,1,Uptown,26,1419
1144,No,3,Downtown,13,2247
1264,Yes,1,Suburb,8,2022
1505,Yes,1,Suburb,35,2065
1143,Yes,3,Downtown,18,2306
1508,Yes,4,Uptown,10,3038
1296,No,1,Downtown,30,1689
1209,Yes,1,Downtown,3,2017
618,Yes,2,Downtown,21,1630
754,Yes,3,Downtown,2,2036
1246,No,3,,0,2283
1466,No,2,,12,2468
1755,No,2,Downtown,5,2809
1461,No,3,Old Town,35,1816
3060,No,7,Downtown,13,5218
1643,Yes,3,Downtown,14,3164
1109,Yes,2,Downtown,,2069
1636,Yes,1,Suburb,18,2142
1519,No,3,,19,2119
,Yes,1,Downtown,25,2207
1306,No,3,Uptown,27,2087
1433,Yes,3,Uptown,17,2462
1290,Yes,4,Old Town,20,2204
,No,1,Downtown,29,1381
3706,No,6,Suburb,16,4310
1659,Yes,4,Old Town,14,2336
1298,Yes,2,Downtown,13,2368
1552,Yes,,Uptown,10,2408
970,Yes,2,Suburb,21,1859
892,No,3,Suburb,30,1645
1025,Yes,3,Suburb,14,1987
1129,Yes,3,Suburb,24,1768
1221,Yes,3,Downtown,27,2382
604,No,,Downtown,31,1567
324,Yes,2,Uptown,25,1302
632,Yes,3,Suburb,21,1616
837,Yes,2,Old Town,14,1089
1767,Yes,,Suburb,11,2617
339,Yes,2,Suburb,20,1014
1506,Yes,2,,22,2127
734,No,1,Downtown,3,1779
1025,,2,Old Town,25,1547
,Yes,2,,8,2311
1227,Yes,2,Suburb,26,1877
1500,,3,Downtown,16,2590
250,Yes,4,Suburb,22,1670
2115,Yes,2,Uptown,,2843
1610,Yes,2,Old Town,22,2145
892,No,2,Downtown,13,1687
1527,Yes,,Uptown,31,2239
1781,No,1,Downtown,16,2315
2653,No,2,Downtown,11,3574
1601,Yes,,,22,2061
1125,Yes,,Downtown,11,2131
1099,No,2,Downtown,6,1941
682,,2,Suburb,12,1431
1725,No,3,Downtown,18,2835
1431,No,2,Suburb,12,2016
1474,Yes,2,Downtown,15,2505
1360,No,3,Downtown,0,2712
250,Yes,2,Old Town,29,606
766,Yes,,Uptown,19,2012
250,No,1,Suburb,11,958
,No,4,Uptown,30,2814
889,No,3,Downtown,5,2235
1163,No,1,Uptown,,1725
1101,Yes,2,Suburb,13,2072
2044,Yes,2,Old Town,12,2473
954,Yes,,Suburb,14,1930
,No,2,Suburb,23,1392
759,Yes,2,Suburb,26,1599
734,Yes,3,Downtown,27,1790
1034,Yes,2,Uptown,30,1840
982,No,1,Uptown,11,1410
1324,Yes,4,Uptown,22,2494
459,,2,Uptown,11,1660
661,Yes,2,Downtown,11,1822
1326,Yes,3,Uptown,4,2765
621,Yes,3,Old Town,32,1349
1148,No,5,Uptown,29,2460
1301,Yes,2,Downtown,39,2199
1103,No,3,Suburb,,1955
1064,No,2,Uptown,22,1779
1267,No,3,Downtown,14,2538
800,Yes,4,Downtown,28,2002
2043,Yes,2,Uptown,22,2852
873,Yes,5,Uptown,7,2815
1632,No,3,Suburb,19,2374
1531,Yes,2,Downtown,6,2766
273,,1,Suburb,21,616
660,Yes,3,Downtown,27,1806
1360,No,4,Downtown,15,2627
,Yes,3,Downtown,11,3512
1548,No,3,Downtown,36,2598
1793,Yes,2,Uptown,21,2410
1087,Yes,2,Uptown,,2049
1921,No,2,Suburb,21,2550
1742,Yes,2,Downtown,27,2702
,No,2,Downtown,25,1500
994,No,2,Uptown,16,1785
905,No,3,Old Town,3,1735
711,Yes,2,,13,1589
1296,Yes,4,Downtown,19,2801
1906,No,5,Uptown,28,2919
1120,No,2,Uptown,32,1681
882,No,4,Uptown,16,2186
1322,Yes,3,Suburb,36,2204
1377,Yes,2,Old Town,23,1710
1350,No,4,Downtown,20,2862
615,Yes,3,Uptown,21,1751
1772,No,3,Suburb,25,2687
485,No,1,Uptown,19,834
702,Yes,3,Downtown,19,2400
1548,No,2,Old Town,27,1935
1778,Yes,3,Suburb,29,2554
982,No,3,Downtown,19,2198
921,No,3,Old Town,18,1536
,Yes,3,Suburb,11,2054
693,No,3,Old Town,15,1487
933,Yes,2,Downtown,29,1895
782,Yes,4,Suburb,19,2037
782,Yes,3,Downtown,27,1939
1049,Yes,2,Uptown,12,1891
1244,Yes,3,Suburb,21,1832
1535,Yes,1,Suburb,24,1873
1170,Yes,,Old Town,33,1872
1191,No,1,Suburb,1,1797
,No,2,Downtown,27,2154
,No,2,Downtown,19,1873
1141,No,3,Uptown,19,2235
1428,No,2,Downtown,1,2289
1410,No,3,Uptown,5,2525
892,No,1,Suburb,23,1224
1142,No,4,Suburb,32,1972
1554,No,2,Uptown,20,2104
1343,Yes,2,Uptown,32,2121
878,No,3,Downtown,0,2099
615,No,3,,3,1760
250,Yes,2,Old Town,2,982
1794,No,4,Downtown,28,2822
2233,No,4,Uptown,23,3294
1532,Yes,1,Suburb,18,1968
813,Yes,3,Old Town,27,1581
1057,No,2,Uptown,16,1625
914,Yes,,Old Town,30,987
1055,No,3,Downtown,33,2142
1341,No,2,Old Town,2,1618
1405,Yes,2,,25,2560
770,Yes,3,Old Town,25,1629
1345,No,3,Suburb,8,2354
250,No,3,Uptown,5,1284
1852,,1,Uptown,17,2203
582,Yes,2,Downtown,21,1763
1227,,1,Suburb,24,1578
1427,Yes,1,Uptown,30,2289
1297,No,4,Downtown,19,2801
2862,No,6,Old Town,20,3122
1787,Yes,1,Downtown,40,2433
924,,2,Old Town,21,1616
1302,No,5,Suburb,13,2597
914,Yes,2,Downtown,25,1974
1711,No,1,Uptown,14,2205
,Yes,2,Suburb,14,1639
1142,Yes,5,Downtown,9,2884
1099,No,2,Downtown,,1965
1352,Yes,4,Downtown,31,2602
1158,,2,Suburb,23,1883
1156,Yes,5,Downtown,,2840
2047,Yes,5,Downtown,25,3624
,Yes,2,Downtown,32,2117
1241,No,3,Old Town,12,2008
1653,No,2,Downtown,13,2562
1356,No,2,Suburb,22,1914
982,No,2,Uptown,18,1706
1019,Yes,4,Downtown,11,2934
1913,No,1,Uptown,20,2385
509,,1,Uptown,0,1545
591,No,4,Suburb,27,1721
